iter	RMSE
609	2695.964776
610	2695.843789
611	2695.676104
612	2695.530053
613	2695.41662
614	2695.400107
615	2695.275137
616	2695.132368
617	2695.068051
618	2694.778141
619	2694.642096
620	2694.509899
621	2694.445798
622	2694.274145
623	2694.164221
624	2694.109947
625	2693.967188
626	2693.848325
627	2693.697513
628	2693.660811
629	2693.557537
630	2693.429281
631	2693.374046
632	2693.326196
633	2693.151999
634	2692.981441
635	2692.884739
636	2692.850931
637	2692.712003
638	2692.596123
639	2692.546191
640	2692.476953
641	2692.392588
642	2692.33128
643	2692.271708
644	2692.186604
645	2692.087929
646	2691.988189
647	2691.909879
648	2691.864373
649	2691.761548
650	2691.681983
651	2691.591357
652	2691.497978
653	2691.241303
654	2691.207785
655	2691.09296
656	2690.832658
657	2690.759909
658	2690.694406
659	2690.606067
660	2690.448991
661	2690.372084
662	2690.292163
663	2690.207371
664	2690.139011
665	2690.071721
666	2689.937528
667	2689.765383
668	2689.717125
669	2689.635028
670	2689.536555
671	2689.521545
672	2689.447332
673	2689.360242
674	2689.297843
675	2689.212784
676	2689.029834
677	2689.008492
678	2688.850513
679	2688.768035
680	2688.624788
681	2688.473642
682	2688.440917
683	2688.270923
684	2688.158313
685	2688.045263
686	2687.992796
687	2687.917534
688	2687.767633
689	2687.509245
690	2687.367667
691	2687.205612
692	2687.145734
693	2687.066877
694	2686.984445
695	2686.941528
696	2686.855332
697	2686.839108
698	2686.705914
699	2686.525499
700	2686.44759
701	2686.401455
702	2686.360546
703	2686.287651
704	2686.066247
705	2686.01237
706	2685.905743
707	2685.807051
708	2685.731357
709	2685.673541
710	2685.595221
711	2685.560727
712	2685.45949
713	2685.394194
714	2685.286473
715	2685.195563
716	2685.15927
717	2685.116128
718	2684.900062
719	2684.867928
720	2684.794978
721	2684.763022
722	2684.71016
723	2684.649834
724	2684.564517
725	2684.461365
726	2684.262556
727	2684.145924
728	2684.063819
729	2683.961584
730	2683.905998
731	2683.804433
732	2683.712164
733	2683.585692
734	2683.530374
735	2683.478139
736	2683.456377
737	2683.424804
738	2683.405007
739	2683.301778
740	2683.203096
741	2683.120052
742	2682.98167
743	2682.885905
744	2682.808057
745	2682.717411
746	2682.591566
747	2682.552097
748	2682.45111
749	2682.290599
750	2682.266485
751	2682.176898
752	2682.076773
753	2682.003126
754	2681.923406
755	2681.887861
756	2681.848602
757	2681.78912
758	2681.73416
759	2681.679197
760	2681.646671
761	2681.604465
762	2681.527109
763	2681.385961
764	2681.351252
765	2681.288671
766	2681.248525
767	2681.163329
768	2681.068235
769	2681.038668
770	2680.9164
771	2680.880209
772	2680.831984
773	2680.75317
774	2680.699748
775	2680.659006
776	2680.581943
777	2680.382766
778	2680.313084
779	2680.254409
780	2680.229074
781	2680.183447
782	2680.105334
783	2680.068826
784	2679.970704
785	2679.891931
786	2679.786128
787	2679.649805
788	2679.525287
789	2679.438647
790	2679.366254
791	2679.34502
792	2679.207095
793	2679.166343
794	2679.132895
795	2679.103028
796	2679.01357
797	2678.985748
798	2678.927512
799	2678.905507
800	2678.830635
801	2678.750427
802	2678.665776
803	2678.554508
804	2678.509011
805	2678.483212
806	2678.462306
807	2678.369065
808	2678.322312
809	2678.287401
810	2678.237242
811	2678.094691
812	2678.000021
813	2677.935704
814	2677.883353
815	2677.806868
816	2677.745161
817	2677.707786
818	2677.664103
819	2677.603828
820	2677.579629
821	2677.548534
822	2677.530236
823	2677.508838
824	2677.486067
825	2677.441254
826	2677.368423
827	2677.330885
828	2677.323427
829	2677.252978
830	2677.177466
831	2677.131979
832	2677.037223
833	2676.982224
834	2676.962378
835	2676.943588
836	2676.894178
837	2676.857617
838	2676.752818
839	2676.712155
840	2676.590299
841	2676.485771
842	2676.326882
843	2676.270672
844	2676.188842
845	2676.139862
846	2676.07342
847	2676.052677
848	2675.954504
849	2675.883892
850	2675.805718
851	2675.788926
852	2675.760855
853	2675.724406
854	2675.70215
855	2675.610796
856	2675.589258
857	2675.476965
858	2675.442367
859	2675.319535
860	2675.257033
861	2675.220876
862	2675.175621
863	2675.118365
864	2675.047127
865	2674.985689
866	2674.927951
867	2674.883254
868	2674.793305
869	2674.779577
870	2674.699434
871	2674.584919
872	2674.52122
873	2674.492008
874	2674.465544
875	2674.355965
876	2674.313074
877	2674.278413
878	2674.209491
879	2674.178187
880	2674.163603
881	2674.09532
882	2673.957749
883	2673.81156
884	2673.723653
885	2673.700345
886	2673.628007
887	2673.570706
888	2673.455971
889	2673.420729
890	2673.348409
891	2673.327364
892	2673.241821
893	2673.218092
894	2673.078291
895	2673.064686
896	2672.995967
897	2672.959082
898	2672.918832
899	2672.821842
900	2672.800622
901	2672.741188
902	2672.71549
903	2672.69115
904	2672.667072
905	2672.638174
906	2672.60209
907	2672.579865
908	2672.519096
909	2672.486549
910	2672.408092
911	2672.273506
912	2672.219005
913	2672.203655
914	2672.110554
915	2672.056934
916	2672.012012
917	2671.993351
918	2671.965928
919	2671.928282
920	2671.899536
921	2671.791561
922	2671.722437
923	2671.627743
924	2671.564549
925	2671.525168
926	2671.450979
927	2671.358423
928	2671.322215
929	2671.212636
930	2671.200637
931	2671.178105
932	2671.139557
933	2671.129812
934	2671.088641
935	2671.004223
936	2670.952732
937	2670.928547
938	2670.894919
939	2670.880957
940	2670.863332
941	2670.792435
942	2670.752363
943	2670.715995
944	2670.646545
945	2670.562711
946	2670.542392
947	2670.520313
948	2670.4956
949	2670.458735
950	2670.418075
951	2670.31814
952	2670.29601
953	2670.236103
954	2670.194722
955	2670.173016
956	2670.142034
957	2670.043974
958	2670.035771
959	2669.989985
960	2669.928831
961	2669.905558
962	2669.894015
963	2669.847639
964	2669.828572
965	2669.741385
966	2669.704647
967	2669.67969
968	2669.656939
969	2669.61292
970	2669.52541
971	2669.49531
972	2669.461362
973	2669.406882
974	2669.359557
975	2669.330323
976	2669.306239
977	2669.266861
978	2669.240609
979	2669.219843
980	2669.194332
981	2669.155881
982	2669.078106
983	2669.044155
984	2668.997208
985	2668.944201
986	2668.83085
987	2668.761276
988	2668.678457
989	2668.637789
990	2668.575313
991	2668.529537
992	2668.50939
993	2668.457056
994	2668.335916
995	2668.295236
996	2668.270116
997	2668.215082
998	2668.19683
999	2668.172144
